Constituency Number,Constituency Name,District,Candidate Name,Party,Votes,EVM Round Status,Image URL,Last Updated
66,POLUR,TIRUVANNAMALAI,ABISHEK. R,Tamilaga Vettri Kazhagam," 23,499 ",Status of EVM Round:7/22,https://results.eci.gov.in/uploads2/candprofile/E32/2026/AC/S22/ABISH-2026-20260409073801.jpg,02:27 PM On 04/05/2026
66,POLUR,TIRUVANNAMALAI,SARAVANAN. P,Desiya Murpokku Dravida Kazhagam," 21,645 ",Status of EVM Round:7/22,https://results.eci.gov.in/uploads2/candprofile/E32/2026/AC/S22/SARAV-2026-20260409074708.jpg,02:27 PM On 04/05/2026
66,POLUR,TIRUVANNAMALAI,BASKARAN. C. R,Pattali Makkal Katchi," 19,905 ",Status of EVM Round:7/22,https://results.eci.gov.in/uploads2/candprofile/E32/2026/AC/S22/BASKA-2026-20260409074554.jpg,02:27 PM On 04/05/2026
66,POLUR,TIRUVANNAMALAI,UMADEVI. A,Naam Tamilar Katchi," 2,383 ",Status of EVM Round:7/22,https://results.eci.gov.in/uploads2/candprofile/E32/2026/AC/S22/UMADE-2026-20260409073534.jpg,02:27 PM On 04/05/2026
66,POLUR,TIRUVANNAMALAI,PURUSOTHAMAN. M,Independent, 588 ,Status of EVM Round:7/22,https://results.eci.gov.in/uploads2/candprofile/E32/2026/AC/S22/PURUS-2026-20260409073830.jpg,02:27 PM On 04/05/2026
66,POLUR,TIRUVANNAMALAI,DHAVAMANI. P,Anti Corruption Dynamic Party, 411 ,Status of EVM Round:7/22,https://results.eci.gov.in/uploads2/candprofile/E32/2026/AC/S22/DHAVA-2026-20260409074214.jpg,02:27 PM On 04/05/2026
66,POLUR,TIRUVANNAMALAI,SHANMUGAVELU. A,Veerath Thiyagi Viswanathadoss Thozhilalarkal Katchi, 356 ,Status of EVM Round:7/22,https://results.eci.gov.in/uploads2/candprofile/E32/2026/AC/S22/SHANM-2026-20260409073628.jpg,02:27 PM On 04/05/2026
66,POLUR,TIRUVANNAMALAI,BASKARAN. C,Independent, 299 ,Status of EVM Round:7/22,https://results.eci.gov.in/uploads2/candprofile/E32/2026/AC/S22/BASKA-2026-20260409074859.jpg,02:27 PM On 04/05/2026
66,POLUR,TIRUVANNAMALAI,BANUPRIYA. D,Republican Party of India (Athawale), 285 ,Status of EVM Round:7/22,https://results.eci.gov.in/uploads2/candprofile/E32/2026/AC/S22/BANUP-2026-20260409074241.jpg,02:27 PM On 04/05/2026
66,POLUR,TIRUVANNAMALAI,SUBHA. A,Independent, 156 ,Status of EVM Round:7/22,https://results.eci.gov.in/uploads2/candprofile/E32/2026/AC/S22/SUBHA-2026-20260409074448.jpg,02:27 PM On 04/05/2026
66,POLUR,TIRUVANNAMALAI,SARAVANAN. P,Independent, 108 ,Status of EVM Round:7/22,https://results.eci.gov.in/uploads2/candprofile/E32/2026/AC/S22/SARAV-2026-20260409074954.jpg,02:27 PM On 04/05/2026
66,POLUR,TIRUVANNAMALAI,MANIKANDAN. R,Aanaithinthiya Jananayaka Pathukappu Kazhagam, 105 ,Status of EVM Round:7/22,https://results.eci.gov.in/uploads2/candprofile/E32/2026/AC/S22/MANIK-2026-20260409074807.jpg,02:27 PM On 04/05/2026
66,POLUR,TIRUVANNAMALAI,SYED MUKRAM. R. N,Tamizhaga Vaazhvurimai Katchi, 86 ,Status of EVM Round:7/22,https://results.eci.gov.in/uploads2/candprofile/E32/2026/AC/S22/SYEDM-2026-20260409074349.jpg,02:27 PM On 04/05/2026
66,POLUR,TIRUVANNAMALAI,EZHIL ARASU. M M.A. L.L.M.,Independent, 47 ,Status of EVM Round:7/22,https://results.eci.gov.in/uploads2/candprofile/E32/2026/AC/S22/EZHIL-2026-20260409074034.jpg,02:27 PM On 04/05/2026
66,POLUR,TIRUVANNAMALAI,SARAVANAN. M,Independent, 40 ,Status of EVM Round:7/22,https://results.eci.gov.in/uploads2/candprofile/E32/2026/AC/S22/SARAV-2026-20260409075020.jpg,02:27 PM On 04/05/2026
66,POLUR,TIRUVANNAMALAI,NOTA,None of the Above, 274 ,Status of EVM Round:7/22,https://results.eci.gov.in/ResultAcGenMay2026/img/nota.jpg,02:27 PM On 04/05/2026
72,TINDIVANAM,VILUPPURAM,ARJUNAN. P,All India Anna Dravida Munnetra Kazhagam," 27,618 ",Status of EVM Round:9/21,https://results.eci.gov.in/uploads2/candprofile/E32/2026/AC/S22/ARJUN-2026-20260409090952.jpg,02:27 PM On 04/05/2026
72,TINDIVANAM,VILUPPURAM,VANNI ARASU,Viduthalai Chiruthaigal Katchi," 25,570 ",Status of EVM Round:9/21,https://results.eci.gov.in/uploads2/candprofile/E32/2026/AC/s22/VANNI-2026-20260404012932.jpg,02:27 PM On 04/05/2026
72,TINDIVANAM,VILUPPURAM,SAKTHIVEL. S,Tamilaga Vettri Kazhagam," 24,669 ",Status of EVM Round:9/21,https://results.eci.gov.in/uploads2/candprofile/E32/2026/AC/S22/SAKTH-2026-20260409090932.jpg,02:27 PM On 04/05/2026
72,TINDIVANAM,VILUPPURAM,PACHIMUTHU. P,Naam Tamilar Katchi," 2,167 ",Status of EVM Round:9/21,https://results.eci.gov.in/uploads2/candprofile/E32/2026/AC/S22/PACHI-2026-20260409085902.jpg,02:27 PM On 04/05/2026
72,TINDIVANAM,VILUPPURAM,VENKATACHALAPATHY. A,Bahujan Samaj Party, 172 ,Status of EVM Round:9/21,https://results.eci.gov.in/uploads2/candprofile/E32/2026/AC/s22/VENKA-2026-20260330061728.jpg,02:27 PM On 04/05/2026
72,TINDIVANAM,VILUPPURAM,VINOTH. S,Independent, 164 ,Status of EVM Round:9/21,https://results.eci.gov.in/uploads2/candprofile/E32/2026/AC/S22/VINOT-2026-20260409091034.jpg,02:27 PM On 04/05/2026
72,TINDIVANAM,VILUPPURAM,VISWANATHAN. S.A,Independent, 81 ,Status of EVM Round:9/21,https://results.eci.gov.in/uploads2/candprofile/E32/2026/AC/S22/VISWA-2026-20260409090023.jpg,02:27 PM On 04/05/2026
72,TINDIVANAM,VILUPPURAM,DEVAKUMARAN. E,Independent, 75 ,Status of EVM Round:9/21,https://results.eci.gov.in/uploads2/candprofile/E32/2026/AC/s22/DEVAK-2026-20260406055605.jpg,02:27 PM On 04/05/2026
72,TINDIVANAM,VILUPPURAM,PON.SIVAKUMAR,Independent, 73 ,Status of EVM Round:9/21,https://results.eci.gov.in/uploads2/candprofile/E32/2026/AC/s22/PONS-2026-20260406054233.jpg,02:27 PM On 04/05/2026
72,TINDIVANAM,VILUPPURAM,MOHAN. A,MAKKAL SAKTHI KATCHI, 69 ,Status of EVM Round:9/21,https://results.eci.gov.in/uploads2/candprofile/E32/2026/AC/S22/MOHAN-2026-20260409091010.jpg,02:27 PM On 04/05/2026
72,TINDIVANAM,VILUPPURAM,CHANDARAN. A,Independent, 36 ,Status of EVM Round:9/21,https://results.eci.gov.in/uploads2/candprofile/E32/2026/AC/s22/CHAND-2026-20260402032540.jpg,02:27 PM On 04/05/2026
72,TINDIVANAM,VILUPPURAM,VANJINATHAN. C,Tamizhaga Vaazhvurimai Katchi, 28 ,Status of EVM Round:9/21,https://results.eci.gov.in/uploads2/candprofile/E32/2026/AC/s22/VANJI-2026-20260404040928.jpg,02:27 PM On 04/05/2026
72,TINDIVANAM,VILUPPURAM,RAMNESHWARAN. V,Thakkam Katchi, 26 ,Status of EVM Round:9/21,https://results.eci.gov.in/uploads2/candprofile/E32/2026/AC/S22/RAMNE-2026-20260409085953.jpg,02:27 PM On 04/05/2026
72,TINDIVANAM,VILUPPURAM,DURKALI. N,Independent, 20 ,Status of EVM Round:9/21,https://results.eci.gov.in/uploads2/candprofile/E32/2026/AC/s22/DURKA-2026-20260406053616.jpg,02:27 PM On 04/05/2026
72,TINDIVANAM,VILUPPURAM,NOTA,None of the Above, 359 ,Status of EVM Round:9/21,https://results.eci.gov.in/ResultAcGenMay2026/img/nota.jpg,02:27 PM On 04/05/2026
77,ULUNDURPETTAI,KALLAKURICHI,KUMARAGURU R,All India Anna Dravida Munnetra Kazhagam," 28,598 ",Status of EVM Round:9/27,https://results.eci.gov.in/uploads2/candprofile/E32/2026/AC/s22/KUMAR-2026-20260406083728.jpg,02:27 PM On 04/05/2026
77,ULUNDURPETTAI,KALLAKURICHI,VASANTHAVEL G R,Dravida Munnetra Kazhagam," 28,560 ",Status of EVM Round:9/27,https://results.eci.gov.in/uploads2/candprofile/E32/2026/AC/s22/VASAN-2026-20260404082139.jpg,02:27 PM On 04/05/2026
77,ULUNDURPETTAI,KALLAKURICHI,SUDHAKAR M,Tamilaga Vettri Kazhagam," 25,476 ",Status of EVM Round:9/27,https://results.eci.gov.in/uploads2/candprofile/E32/2026/AC/s22/SUDHA-2026-20260404085429.jpg,02:27 PM On 04/05/2026
77,ULUNDURPETTAI,KALLAKURICHI,LOGESHWARI S,Naam Tamilar Katchi," 2,718 ",Status of EVM Round:9/27,https://results.eci.gov.in/uploads2/candprofile/E32/2026/AC/S22/LOGES-2026-20260330040115.jpg,02:27 PM On 04/05/2026
77,ULUNDURPETTAI,KALLAKURICHI,UDHAYAKUMAR R,All India Puratchi Thalaivar Makkal Munnettra Kazhagam, 225 ,Status of EVM Round:9/27,https://results.eci.gov.in/uploads2/candprofile/E32/2026/AC/s22/UDHAY-2026-20260406073908.jpg,02:27 PM On 04/05/2026
77,ULUNDURPETTAI,KALLAKURICHI,MANIKANDAN P,Independent, 211 ,Status of EVM Round:9/27,https://results.eci.gov.in/uploads2/candprofile/E32/2026/AC/s22/MANIK-2026-20260404090602.jpg,02:27 PM On 04/05/2026
77,ULUNDURPETTAI,KALLAKURICHI,KRISHNAMOORTHY V,Independent, 99 ,Status of EVM Round:9/27,https://results.eci.gov.in/uploads2/candprofile/E32/2026/AC/S22/KRISH-2026-20260410024043.jpg,02:27 PM On 04/05/2026
77,ULUNDURPETTAI,KALLAKURICHI,SENTHIL P,Independent, 93 ,Status of EVM Round:9/27,https://results.eci.gov.in/uploads2/candprofile/E32/2026/AC/s22/SENTH-2026-20260404081043.jpg,02:27 PM On 04/05/2026
77,ULUNDURPETTAI,KALLAKURICHI,RAMAKRISHNAN R,Independent, 81 ,Status of EVM Round:9/27,https://results.eci.gov.in/uploads2/candprofile/E32/2026/AC/s22/RAMAK-2026-20260406080817.jpg,02:27 PM On 04/05/2026
77,ULUNDURPETTAI,KALLAKURICHI,PARTHIBAN V,Independent, 60 ,Status of EVM Round:9/27,https://results.eci.gov.in/uploads2/candprofile/E32/2026/AC/s22/PARTH-2026-20260406092014.jpg,02:27 PM On 04/05/2026
77,ULUNDURPETTAI,KALLAKURICHI,BALAKRISHNAN K,Anna Makkal Katchi, 50 ,Status of EVM Round:9/27,https://results.eci.gov.in/uploads2/candprofile/E32/2026/AC/s22/BALAK-2026-20260404092628.jpg,02:27 PM On 04/05/2026
77,ULUNDURPETTAI,KALLAKURICHI,ARASAN K,Independent, 28 ,Status of EVM Round:9/27,https://results.eci.gov.in/uploads2/candprofile/E32/2026/AC/s22/ARASA-2026-20260406062522.jpg,02:27 PM On 04/05/2026
77,ULUNDURPETTAI,KALLAKURICHI,SANKAR S,Independent, 28 ,Status of EVM Round:9/27,https://results.eci.gov.in/uploads2/candprofile/E32/2026/AC/s22/SANKA-2026-20260404100014.jpg,02:27 PM On 04/05/2026
77,ULUNDURPETTAI,KALLAKURICHI,SASIKUMAR N,Independent, 26 ,Status of EVM Round:9/27,https://results.eci.gov.in/uploads2/candprofile/E32/2026/AC/s22/SASIK-2026-20260406075533.jpg,02:27 PM On 04/05/2026
77,ULUNDURPETTAI,KALLAKURICHI,NOTA,None of the Above, 369 ,Status of EVM Round:9/27,https://results.eci.gov.in/ResultAcGenMay2026/img/nota.jpg,02:27 PM On 04/05/2026
64,KILPENNATHUR,TIRUVANNAMALAI,RAMACHANDRAN.S,All India Anna Dravida Munnetra Kazhagam," 62,245 ",Status of EVM Round:14/22,https://results.eci.gov.in/uploads2/candprofile/E32/2026/AC/s22/RAMAC-2026-20260406040838.jpg,02:24 PM On 04/05/2026
64,KILPENNATHUR,TIRUVANNAMALAI,PITCHANDI.K,Dravida Munnetra Kazhagam," 36,245 ",Status of EVM Round:14/22,https://results.eci.gov.in/uploads2/candprofile/E32/2026/AC/S22/PITCH-2026-20260409104420.jpg,02:24 PM On 04/05/2026
64,KILPENNATHUR,TIRUVANNAMALAI,RAJA.D,Tamilaga Vettri Kazhagam," 34,979 ",Status of EVM Round:14/22,https://results.eci.gov.in/uploads2/candprofile/E32/2026/AC/s22/RAJAD-2026-20260402025903.jpg,02:24 PM On 04/05/2026
64,KILPENNATHUR,TIRUVANNAMALAI,LOGANATHAN.V,Naam Tamilar Katchi," 3,753 ",Status of EVM Round:14/22,https://results.eci.gov.in/uploads2/candprofile/E32/2026/AC/s22/LOGAN-2026-20260330013912.jpg,02:24 PM On 04/05/2026
64,KILPENNATHUR,TIRUVANNAMALAI,PICHANDI.R,Independent, 387 ,Status of EVM Round:14/22,https://results.eci.gov.in/uploads2/candprofile/E32/2026/AC/S22/PICHA-2026-20260409103625.jpg,02:24 PM On 04/05/2026
64,KILPENNATHUR,TIRUVANNAMALAI,PICHANDI.D,Independent, 352 ,Status of EVM Round:14/22,https://results.eci.gov.in/uploads2/candprofile/E32/2026/AC/S22/PICHA-2026-20260409103937.jpg,02:24 PM On 04/05/2026
64,KILPENNATHUR,TIRUVANNAMALAI,PICHANDI.V,Independent, 173 ,Status of EVM Round:14/22,https://results.eci.gov.in/uploads2/candprofile/E32/2026/AC/S22/PICHA-2026-20260409103610.jpg,02:24 PM On 04/05/2026
64,KILPENNATHUR,TIRUVANNAMALAI,DHILIPKUMAR.D,Independent, 160 ,Status of EVM Round:14/22,https://results.eci.gov.in/uploads2/candprofile/E32/2026/AC/S22/DHILI-2026-20260409103529.jpg,02:24 PM On 04/05/2026
64,KILPENNATHUR,TIRUVANNAMALAI,RAJASEKAR.P,Tamizhaga Vaazhvurimai Katchi, 156 ,Status of EVM Round:14/22,https://results.eci.gov.in/uploads2/candprofile/E32/2026/AC/s22/RAJAS-2026-20260406024046.jpg,02:24 PM On 04/05/2026
64,KILPENNATHUR,TIRUVANNAMALAI,JANAKIRAMAN.R,Aanaithinthiya Jananayaka Pathukappu Kazhagam, 150 ,Status of EVM Round:14/22,https://results.eci.gov.in/uploads2/candprofile/E32/2026/AC/S22/JANAK-2026-20260409104026.jpg,02:24 PM On 04/05/2026
64,KILPENNATHUR,TIRUVANNAMALAI,RAJKUMAR.R,Independent, 140 ,Status of EVM Round:14/22,https://results.eci.gov.in/uploads2/candprofile/E32/2026/AC/S22/RAJKU-2026-20260409103508.jpg,02:24 PM On 04/05/2026
64,KILPENNATHUR,TIRUVANNAMALAI,SAMPATHRAJ.M,Independent, 105 ,Status of EVM Round:14/22,https://results.eci.gov.in/uploads2/candprofile/E32/2026/AC/S22/SAMPA-2026-20260409104548.jpg,02:24 PM On 04/05/2026
64,KILPENNATHUR,TIRUVANNAMALAI,SURYAPRAKASH.S,Independent, 105 ,Status of EVM Round:14/22,https://results.eci.gov.in/uploads2/candprofile/E32/2026/AC/s22/SURYA-2026-20260406074312.jpg,02:24 PM On 04/05/2026
64,KILPENNATHUR,TIRUVANNAMALAI,SHANMUGAM.A,Thamizhaka Padaippalar Makkal Katchi, 98 ,Status of EVM Round:14/22,https://results.eci.gov.in/uploads2/candprofile/E32/2026/AC/S22/SHANM-2026-20260409103546.jpg,02:24 PM On 04/05/2026
64,KILPENNATHUR,TIRUVANNAMALAI,LOKESHWARAN.R,Anti Corruption Dynamic Party, 79 ,Status of EVM Round:14/22,https://results.eci.gov.in/uploads2/candprofile/E32/2026/AC/s22/LOKES-2026-20260406115727.jpg,02:24 PM On 04/05/2026
64,KILPENNATHUR,TIRUVANNAMALAI,RAJASEKAR.I,Independent, 65 ,Status of EVM Round:14/22,https://results.eci.gov.in/uploads2/candprofile/E32/2026/AC/S22/RAJAS-2026-20260409103835.jpg,02:24 PM On 04/05/2026
64,KILPENNATHUR,TIRUVANNAMALAI,SANTHOSHKUMAR.E,Independent, 36 ,Status of EVM Round:14/22,https://results.eci.gov.in/uploads2/candprofile/E32/2026/AC/s22/SANTH-2026-20260402014610.jpg,02:24 PM On 04/05/2026
64,KILPENNATHUR,TIRUVANNAMALAI,SASIKUMAR.S,Independent, 34 ,Status of EVM Round:14/22,https://results.eci.gov.in/uploads2/candprofile/E32/2026/AC/S22/SASIK-2026-20260409041245.jpg,02:24 PM On 04/05/2026
64,KILPENNATHUR,TIRUVANNAMALAI,ATHIYAMAAN.M,Independent, 30 ,Status of EVM Round:14/22,https://results.eci.gov.in/uploads2/candprofile/2026/ac/E32/S22/64/1775233360Photo2.jpg,02:24 PM On 04/05/2026
64,KILPENNATHUR,TIRUVANNAMALAI,RAMACHANDRAN.K,Independent, 30 ,Status of EVM Round:14/22,https://results.eci.gov.in/uploads2/candprofile/E32/2026/AC/s22/RAMAC-2026-20260406072150.jpg,02:24 PM On 04/05/2026
64,KILPENNATHUR,TIRUVANNAMALAI,RAMACHANDRAN.K,Independent, 26 ,Status of EVM Round:14/22,https://results.eci.gov.in/uploads2/candprofile/E32/2026/AC/S22/RAMAC-2026-20260409104511.jpg,02:24 PM On 04/05/2026
64,KILPENNATHUR,TIRUVANNAMALAI,MURUGAN.M,Independent, 25 ,Status of EVM Round:14/22,https://results.eci.gov.in/uploads2/candprofile/2026/ac/E32/S22/64/1775216785Photo2.jpg,02:24 PM On 04/05/2026
64,KILPENNATHUR,TIRUVANNAMALAI,RAMACHANDIRAN.R,Independent, 15 ,Status of EVM Round:14/22,https://results.eci.gov.in/uploads2/candprofile/E32/2026/AC/S22/RAMAC-2026-20260409041147.jpg,02:24 PM On 04/05/2026
64,KILPENNATHUR,TIRUVANNAMALAI,NOTA,None of the Above, 319 ,Status of EVM Round:14/22,https://results.eci.gov.in/ResultAcGenMay2026/img/nota.jpg,02:24 PM On 04/05/2026
73,VANUR,VILUPPURAM,GOWTHAM D,Dravida Munnetra Kazhagam," 31,737 ",Status of EVM Round:10/22,https://results.eci.gov.in/uploads2/candprofile/E32/2026/AC/s22/GOWTH-2026-20260404060001.jpg,02:24 PM On 04/05/2026
73,VANUR,VILUPPURAM,SURESH P,Tamilaga Vettri Kazhagam," 29,794 ",Status of EVM Round:10/22,https://results.eci.gov.in/uploads2/candprofile/E32/2026/AC/s22/SURES-2026-20260404053645.jpg,02:24 PM On 04/05/2026
73,VANUR,VILUPPURAM,MURUGAN P,All India Anna Dravida Munnetra Kazhagam," 21,780 ",Status of EVM Round:10/22,https://results.eci.gov.in/uploads2/candprofile/E32/2026/AC/s22/MURUG-2026-20260406084420.jpg,02:24 PM On 04/05/2026
73,VANUR,VILUPPURAM,KARIKALAN B,Naam Tamilar Katchi," 2,268 ",Status of EVM Round:10/22,https://results.eci.gov.in/uploads2/candprofile/E32/2026/AC/s22/KARIK-2026-20260330052405.jpg,02:24 PM On 04/05/2026
73,VANUR,VILUPPURAM,VETRIVEL G,Independent, 275 ,Status of EVM Round:10/22,https://results.eci.gov.in/uploads2/candprofile/E32/2026/AC/s22/VETRI-2026-20260406093926.jpg,02:24 PM On 04/05/2026
73,VANUR,VILUPPURAM,SAKTHIVEL S,Tamizhaga Vaazhvurimai Katchi, 113 ,Status of EVM Round:10/22,https://results.eci.gov.in/uploads2/candprofile/E32/2026/AC/s22/SAKTH-2026-20260406100118.jpg,02:24 PM On 04/05/2026
73,VANUR,VILUPPURAM,VINAYAGAMOORTHY M,Bahujan Samaj Party, 111 ,Status of EVM Round:10/22,https://results.eci.gov.in/uploads2/candprofile/E32/2026/AC/s22/VINAY-2026-20260404052005.jpg,02:24 PM On 04/05/2026
73,VANUR,VILUPPURAM,SATHYARAMAN P,Independent, 87 ,Status of EVM Round:10/22,https://results.eci.gov.in/uploads2/candprofile/E32/2026/AC/s22/SATHY-2026-20260406091821.jpg,02:24 PM On 04/05/2026
73,VANUR,VILUPPURAM,RADHIKA S,Independent, 84 ,Status of EVM Round:10/22,https://results.eci.gov.in/uploads2/candprofile/E32/2026/AC/s22/RADHI-2026-20260406102326.jpg,02:24 PM On 04/05/2026
73,VANUR,VILUPPURAM,ANANDAKUMAR P M,Thakkam Katchi, 49 ,Status of EVM Round:10/22,https://results.eci.gov.in/uploads2/candprofile/E32/2026/AC/s22/ANAND-2026-20260402034055.jpg,02:24 PM On 04/05/2026
73,VANUR,VILUPPURAM,MURALI M,Independent, 45 ,Status of EVM Round:10/22,https://results.eci.gov.in/uploads2/candprofile/E32/2026/AC/s22/MURAL-2026-20260406083304.jpg,02:24 PM On 04/05/2026
73,VANUR,VILUPPURAM,AYYANAR E,Independent, 44 ,Status of EVM Round:10/22,https://results.eci.gov.in/uploads2/candprofile/E32/2026/AC/s22/AYYAN-2026-20260406092931.jpg,02:24 PM On 04/05/2026
73,VANUR,VILUPPURAM,SIVAKUMAR R,Independent, 44 ,Status of EVM Round:10/22,https://results.eci.gov.in/uploads2/candprofile/E32/2026/AC/s22/SIVAK-2026-20260406031516.jpg,02:24 PM On 04/05/2026
73,VANUR,VILUPPURAM,SURESH C V,Independent, 27 ,Status of EVM Round:10/22,https://results.eci.gov.in/uploads2/candprofile/E32/2026/AC/s22/SURES-2026-20260406101826.jpg,02:24 PM On 04/05/2026
73,VANUR,VILUPPURAM,THANGARASU N,Independent, 19 ,Status of EVM Round:10/22,https://results.eci.gov.in/uploads2/candprofile/E32/2026/AC/s22/THANG-2026-20260406033723.jpg,02:24 PM On 04/05/2026
73,VANUR,VILUPPURAM,NOTA,None of the Above, 243 ,Status of EVM Round:10/22,https://results.eci.gov.in/ResultAcGenMay2026/img/nota.jpg,02:24 PM On 04/05/2026
74,VILUPPURAM,VILUPPURAM,LAKSHMANAN R,Dravida Munnetra Kazhagam," 38,610 ",Status of EVM Round:13/24,https://results.eci.gov.in/uploads2/candprofile/E32/2026/AC/s22/LAKSH-2026-20260404010826.jpg,02:27 PM On 04/05/2026
74,VILUPPURAM,VILUPPURAM,MOHANRAJ N,Tamilaga Vettri Kazhagam," 37,132 ",Status of EVM Round:13/24,https://results.eci.gov.in/uploads2/candprofile/E32/2026/AC/s22/MOHAN-2026-20260406053202.jpg,02:27 PM On 04/05/2026
74,VILUPPURAM,VILUPPURAM,VIJAYASURESHBABU,All India Anna Dravida Munnetra Kazhagam," 27,930 ",Status of EVM Round:13/24,https://results.eci.gov.in/uploads2/candprofile/E32/2026/AC/s22/VIJAY-2026-20260406033508.jpg,02:27 PM On 04/05/2026
74,VILUPPURAM,VILUPPURAM,ABINAYA PONNIVALAVAN,Naam Tamilar Katchi," 3,087 ",Status of EVM Round:13/24,https://results.eci.gov.in/uploads2/candprofile/E32/2026/AC/s22/ABINA-2026-20260330062505.jpg,02:27 PM On 04/05/2026
74,VILUPPURAM,VILUPPURAM,KUMARAN R,Tamizhaga Vaazhvurimai Katchi, 251 ,Status of EVM Round:13/24,https://results.eci.gov.in/uploads2/candprofile/E32/2026/AC/s22/KUMAR-2026-20260406072536.jpg,02:27 PM On 04/05/2026
74,VILUPPURAM,VILUPPURAM,MURUGAN S,Bahujan Samaj Party, 207 ,Status of EVM Round:13/24,https://results.eci.gov.in/uploads2/candprofile/E32/2026/AC/s22/MURUG-2026-20260404032624.jpg,02:27 PM On 04/05/2026
74,VILUPPURAM,VILUPPURAM,RAGHUL R,Independent, 149 ,Status of EVM Round:13/24,https://results.eci.gov.in/uploads2/candprofile/E32/2026/AC/s22/RAGHU-2026-20260406071428.jpg,02:27 PM On 04/05/2026
74,VILUPPURAM,VILUPPURAM,MOHAMED ALI JINNA M,Independent, 127 ,Status of EVM Round:13/24,https://results.eci.gov.in/uploads2/candprofile/E32/2026/AC/s22/MOHAM-2026-20260402124802.jpg,02:27 PM On 04/05/2026
74,VILUPPURAM,VILUPPURAM,LAKSHMANAN R,Independent, 127 ,Status of EVM Round:13/24,https://results.eci.gov.in/uploads2/candprofile/E32/2026/AC/s22/LAKSH-2026-20260406050839.jpg,02:27 PM On 04/05/2026
74,VILUPPURAM,VILUPPURAM,NAGARAJAN P,Veerath Thiyagi Viswanathadoss Thozhilalarkal Katchi, 108 ,Status of EVM Round:13/24,https://results.eci.gov.in/uploads2/candprofile/E32/2026/AC/s22/NAGAR-2026-20260330054042.jpg,02:27 PM On 04/05/2026
74,VILUPPURAM,VILUPPURAM,ARUMUGAM M,Independent, 86 ,Status of EVM Round:13/24,https://results.eci.gov.in/uploads2/candprofile/E32/2026/AC/s22/ARUMU-2026-20260406074603.jpg,02:27 PM On 04/05/2026
74,VILUPPURAM,VILUPPURAM,RAJKUMAR S,Independent, 85 ,Status of EVM Round:13/24,https://results.eci.gov.in/uploads2/candprofile/E32/2026/AC/s22/RAJKU-2026-20260330071613.jpg,02:27 PM On 04/05/2026
74,VILUPPURAM,VILUPPURAM,VIJAYA M,Independent, 84 ,Status of EVM Round:13/24,https://results.eci.gov.in/uploads2/candprofile/E32/2026/AC/s22/VIJAY-2026-20260406025452.jpg,02:27 PM On 04/05/2026
74,VILUPPURAM,VILUPPURAM,LAKSHMANAN K,Independent, 79 ,Status of EVM Round:13/24,https://results.eci.gov.in/uploads2/candprofile/E32/2026/AC/s22/LAKSH-2026-20260404025924.jpg,02:27 PM On 04/05/2026
74,VILUPPURAM,VILUPPURAM,RAYAR K,Independent, 74 ,Status of EVM Round:13/24,https://results.eci.gov.in/uploads2/candprofile/E32/2026/AC/s22/RAYAR-2026-20260330043306.jpg,02:27 PM On 04/05/2026
74,VILUPPURAM,VILUPPURAM,LAKSHMANAN R,Independent, 72 ,Status of EVM Round:13/24,https://results.eci.gov.in/uploads2/candprofile/E32/2026/AC/s22/LAKSH-2026-20260406070552.jpg,02:27 PM On 04/05/2026
74,VILUPPURAM,VILUPPURAM,RAMAN K,Independent, 57 ,Status of EVM Round:13/24,https://results.eci.gov.in/uploads2/candprofile/E32/2026/AC/s22/RAMAN-2026-20260402011608.jpg,02:27 PM On 04/05/2026
74,VILUPPURAM,VILUPPURAM,VIJAYA M,Independent, 53 ,Status of EVM Round:13/24,https://results.eci.gov.in/uploads2/candprofile/E32/2026/AC/s22/VIJAY-2026-20260406030838.jpg,02:27 PM On 04/05/2026
74,VILUPPURAM,VILUPPURAM,PRAVEEN KUMAR R,Independent, 47 ,Status of EVM Round:13/24,https://results.eci.gov.in/uploads2/candprofile/E32/2026/AC/s22/PRAVE-2026-20260402034042.jpg,02:27 PM On 04/05/2026
74,VILUPPURAM,VILUPPURAM,VIJAYA D,Independent, 44 ,Status of EVM Round:13/24,https://results.eci.gov.in/uploads2/candprofile/E32/2026/AC/s22/VIJAY-2026-20260406124055.jpg,02:27 PM On 04/05/2026
74,VILUPPURAM,VILUPPURAM,MOHAN C,Independent, 35 ,Status of EVM Round:13/24,https://results.eci.gov.in/uploads2/candprofile/E32/2026/AC/S22/MOHAN-2026-20260408113712.jpg,02:27 PM On 04/05/2026
74,VILUPPURAM,VILUPPURAM,BALAMURUGAN N,Independent, 30 ,Status of EVM Round:13/24,https://results.eci.gov.in/uploads2/candprofile/E32/2026/AC/S22/BALAM-2026-20260410105107.jpg,02:27 PM On 04/05/2026
74,VILUPPURAM,VILUPPURAM,AKBAR ALI P,Independent, 28 ,Status of EVM Round:13/24,https://results.eci.gov.in/uploads2/candprofile/E32/2026/AC/s22/AKBAR-2026-20260404021202.jpg,02:27 PM On 04/05/2026
74,VILUPPURAM,VILUPPURAM,VIJAYA K,Independent, 26 ,Status of EVM Round:13/24,https://results.eci.gov.in/uploads2/candprofile/E32/2026/AC/s22/VIJAY-2026-20260406121225.jpg,02:27 PM On 04/05/2026
